IFIH1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BTK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Autoimmune thrombocytopenia	
MAP2K1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MTHFR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAA	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PALB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Autoimmune thrombocytopenia	
ITK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFRB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CYP2C19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TCN2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
AGK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR3A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
APOE	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TYK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Autoimmune thrombocytopenia	
CYP2C9	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMACHC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MS4A1	Autoimmune thrombocytopenia	
HLA-DRB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR2A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2B	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ICOS	Autoimmune thrombocytopenia	
FCGR2C	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Autoimmune thrombocytopenia	
BCR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN22	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CSF2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
OCRL	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BRAF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TFRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ALB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
HLA-DRB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MUT	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Autoimmune thrombocytopenia	
IL3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN11	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ABL1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PNP	Autoimmune thrombocytopenia	
ICOS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Autoimmune thrombocytopenia	
STAT2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
VWF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SCARB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CFH	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PECAM1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR1A	V4-2	0.8622716890165686	
IFNG	IFNG	0.8560021777996374	
LCK	CD86	0.8609863820689752	
FGF4	IRS1	0.8638403979636339	
FGFR2	ERBB2	0.855946747881349	
FCGR1A	VAV3	0.8468891025876341	
EGFR	EGF	0.8711230631020799	
FGF4	DLG4	0.853898073011433	
CYP3A4	CYP3A4*1, CYP3A4*4	0.8775210229989678	
VEGFA	rs3025000	0.99	
CDK2	SKP1	0.8381680014777021	
rs2070959	UGT1A6	0.8863848717161291	
FYN	PLXNA4	0.8627344076022689	
FGFR2	PDGFA	0.8435102388865442	
CYP3A4	CYP3A4*1, CYP3A4*22	0.8775210229989678	
FCGR1A	IGHV3-33	0.8622716890165686	
ABCC2	rs12762549	0.99	
FGFR4	GRB2	0.8698145693356389	
PDGFRB	ERBB2	0.8513157657742707	
FGF4	IL2RG	0.853898073011433	
FCGR1A	CD3G	0.8595571341704282	
KIT	KLB	0.8435102388865442	
IFNAR1	IFNB1	0.8634258189159196	
GIF	CUBN	0.8294526363440686	
ABCB1	rs28401781	0.99	
LCK	HLA-DQB2	0.8637443836010867	
Imatinib	PTGS1	1	
KIT	STAT1	0.8396144291374222	
LCK	CD4	0.865199774788006	
FCGR2A	IGKV2-30	0.8622716890165686	
EGFR	AMPH	0.863443159858049	
CD3D	ARRB2	0.863443159858049	
FCGR1A	IGLV2-14	0.8622716890165686	
EGFR	AVPR2	0.863443159858049	
SRC	YES1	0.8670406049940645	
FGF1	PIK3R2	0.8584669291223378	
FGF4	FGF2	0.8710944861307965	
ERBB2	GFRA1	0.8372883840480309	
CD3D	VAMP3	0.8628338709774962	
EGFR	CAMK2G	0.8435102388865442	
FGF4	FGF3	0.8704270988083685	
FGF2	CBL	0.8567933402497073	
CD3D	CTTN	0.8628338709774962	
EPHA2	EFNA5	0.8600915199930605	
FGF2	PTK2	0.853898073011433	
FCGR2A	IGLV3-21	0.8622716890165686	
Trastuzumab	ERBB2	1	
FGF2	CAMK2A	0.853898073011433	
FCGR1A	IGLV2-23	0.8622716890165686	
FGFR1	GRB2	0.8699581403276919	
ABCC4	rs1059751	0.99	
PDGFRB	FGF10	0.855946747881349	
CYP2D6	rs777560972	0.99	
FYN	PLXNA2	0.8627344076022689	
EGFR	PDGFRA	0.853898073011433	
YES1	EPHA2	0.8566409204013108	
CAMK2G	NEFL	0.8516636985739204	
LYN	IGLC6	0.8574228804342738	
FCGR3A	IGHV3-11	0.8631759289499149	
PDGFRA	NRG4	0.847975029345742	
FGFR3	NRG4	0.853898073011433	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.8638247395845513	
IFNG	JAK2	0.860343039361049	
FYN	LCK	0.867773140605465	
PIK3CA	rs870995	0.8583458730767097	
CD3D	ARPC3	0.8628338709774962	
KIT	FGF4	0.8638403979636339	
IFNAR2	IFNAR1	0.8634258189159196	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GCN1L1	0.8638247395845513	
FYN	EPHB6	0.866499965431577	
FCGR3A	FCGR3A	0.8580060915991022	
CYP1A1	rs1048943	0.99	
Trastuzumab	FCGR2A	1	
FGFR2	GFRA2	0.8281207788973212	
FYN	FGF19	0.8372883840480309	
FYN	SPTBN5	0.857186514138311	
BCR	GAB2	0.850491991613676	
PDGFRB	FGF2	0.8638403979636339	
CAMK2G	SOS1	0.8672683872743503	
EPHA2	RHOA	0.8252219011119977	
FGFR4	ERBB2	0.855946747881349	
FCGR3A	IGKV1-12	0.8631759289499149	
SRC	TIAM1	0.851577718501957	
JAK2	IRS1	0.850491991613676	
FCGR2A	IGHV1-2	0.8622716890165686	
UGT1A9	rs2741049	0.8953382542587163	
FCGR2A	IGHV3-11	0.8622716890165686	
SLCO1B1	rs2291073	0.99	
FGFR4	NRAS	0.860155337427376	
KIT	HRAS	0.855009540709891	
FGF1	RASGRP3	0.8513157657742707	
IFNGR1	IFNGR1	0.8560021777996374	
FGF1	GRB2	0.870916943933636	
FGF4	JAK2	0.853898073011433	
ERBB2	PIK3CB	0.8435102388865442	
CYP3A4	CYP3A4*1, CYP3A4*4	0.99	
FCGR2A	IGHV3-48	0.8622716890165686	
Imatinib	CYP2D6	1	
PDGFRA	PTPN11	0.852328492927923	
CYP3A4	rs2246709	0.9135172474836407	
FGF4	NCAM1	0.853898073011433	
Abciximab	C1R	1	
FGFR1	FGF16	0.8626533706911382	
FCGR2A	VAV3	0.8468891025876341	
Vandetanib	FMO1	1	
Pazopanib	ABCG2	1	
IFNG	IFNGR1	0.860343039361049	
IFNAR2	IFNA8	0.8622496297868503	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.8638247395845513	
SRC	EPHB2	0.866499965431577	
YES1	EFNB2	0.858976627682086	
LYN	PRKCQ	0.7872074365980737	
rs1801133	CLCN6	0.9801	
Ponatinib	ABCB11	1	
ERBB2	CAMK2A	0.8281207788973212	
FCGR1A	IGKV	0.8622716890165686	
PDGFRB	FGF1	0.8638403979636339	
UGT1A9	rs6714486	0.9509900498999999	
FGFR1	KITLG	0.8435102388865442	
CYP2C8	rs10509681	0.99	
FGFR3	FGF3	0.858976627682086	
LYN	IGHV3-13	0.8574228804342738	
FGF4	FGF8	0.8710944861307965	
KIT	YES1	0.8639651892799458	
Sunitinib	ABCC4	1	
JAK2	LCK	0.8499089801634054	
FGF2	TRAT1	0.853898073011433	
PDGFRB	PIK3R1	0.8656414349454913	
ERBB2	MET	0.853898073011433	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SGOL2	0.8638247395845513	
EGFR	FGF7	0.857607030791991	
CD3D	CSK	0.849809014912932	
FGF1	ERBB3	0.8638403979636339	
LYN	STAT1	0.8396144291374222	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CABLES1	0.8638247395845513	
FCGR2A	ELMO2	0.7983096722548423	
FCGR1A	IGKV2-28	0.8622716890165686	
CYP1A2	rs4646425	0.99	
LCK	GRB2	0.8675717429308879	
APOE	APOE E2, APOE E3, APOE E4	0.8051411064315397	
FGF1	NRG4	0.8651659866513213	
IFNAR1	IFNA7	0.8634258189159196	
SRC	PDGFRA	0.842023951637581	
CHUK	IRAK1	0.8573761641163911	
SRC	FGG	0.8659427526468915	
EGFR	CLTC	0.8658049874828022	
EGFR	ITSN1	0.8658049874828022	
Vandetanib	VEGFA	1	
KIT	FGF22	0.855946747881349	
YES1	EPHA5	0.8566409204013108	
FYN	NRAS	0.855009540709891	
EGFR	ARPC5	0.8628338709774962	
FGF1	FRS3	0.8697356524228362	
C1QC	C1R	0.8396144291374222	
EPHA2	EPHB4	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.8638247395845513	
YES1	EPHA7	0.8566409204013108	
CHUK	TRAF6	0.861739576896781	
VEGFA	FYN	0.8587848464414376	
EGFR	EGFR	0.8711200850104854	
TPMT	TPMT*1, TPMT*11, TPMT*12, TPMT*14, TPMT*16, TPMT*17, TPMT*18, TPMT*1S, TPMT*20, TPMT*21, TPMT*22, TPMT*23, TPMT*6, TPMT*7, TPMT*8, TPMT*9	0.99	
LYN	IGLV3-27	0.8574228804342738	
FGF2	FGF8	0.8711133509521624	
ABCB1	rs72552784	0.99	
PRDX5	TXN2	0.8219632471359692	
FCGR2A	IGKV3-11	0.8622716890165686	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*18, CYP2D6*2, CYP2D6*21, CYP2D6*44, CYP2D6*5	0.99	
Nintedanib	FGFR1	1	
FCGR3A	IGHV3-23	0.8631759289499149	
CAMK2G	JAK1	0.8354005520686607	
CHUK	CUL1	0.8319100629186602	
CD3D	SYNJ1	0.8613363396709319	
ERBB2	NEFL	0.8281207788973212	
Imatinib	CYP2C19	1	
KIT	FGF5	0.8610963123912945	
SRC	HSP90AA1	0.8629120120439986	
YES1	EFNA3	0.8582609785019573	
FGF1	GDNF	0.855946747881349	
FGF4	SPTBN5	0.853898073011433	
FCGR1A	IGKV2-30	0.8622716890165686	
FCGR2A	IGKV5-2	0.8622716890165686	
FYN	SPTBN2	0.857186514138311	
FGF1	NRG2	0.8638403979636339	
CYP1A2	MGST3	0.792109822701367	
CD19	FRS2	0.8513157657742707	
FCGR1A	V2-19	0.8622716890165686	
FGF4	MET	0.8643329280224298	
FGF4	AKAP9	0.853898073011433	
rs6759892	UGT1A6	0.9414801494009999	
CD3D	HLA-DQA2	0.8626940542935567	
CYP3A4	rs3735451	0.9135172474836407	
FGFR2	FGF7	0.8694023611035684	
JAK1	IL10RA	0.8436671950788296	
YES1	YES1	0.8670406049940645	
FGF4	FGF17	0.8710944861307965	
FGFR4	ARTN	0.8281207788973212	
LCK	LAT	0.8587066675020134	
FCGR1A	IGKV2D-28	0.8622716890165686	
LYN	IGHV7-81	0.8574228804342738	
JAK1	STAT1	0.8671541780645953	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYLK3	0.8638247395845513	
FGF2	UBA52	0.8496066018949794	
CD3D	ACTR2	0.8628338709774962	
CD3D	GAK	0.851137711762708	
FCGR2A	rs1801274	0.99	
LYN	VAV1	0.8545025065589051	
FCGR2A	IGLV7-43	0.8622716890165686	
FCGR2A	IGLV3-19	0.8622716890165686	
IFNG	JAK1	0.860343039361049	
CYP3A	rs2740574	0.9320653479069899	
CD3D	CD274	0.8086124452583398	
FCGR2A	IGLC6	0.8622716890165686	
MAP2K1	MAPK3	0.8699040479139604	
ERBB2	GRIN2A	0.8281207788973212	
Sunitinib	CSF1R	1	
CYP19A1	rs1008805	0.99	
CYP3A	rs2740574	0.9702989999999999	
FGF1	HRAS	0.8680533572816113	
FCGR2A	IGLV2-23	0.8622716890165686	
Sunitinib	KDR	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	EXOC6	0.8638247395845513	
KIT	KRAS	0.855009540709891	
JAK2	GH2	0.8676817507117323	
Interferon Beta-1B	IFNAR2	1	
Blinatumomab	CD3D	1	
FGF4	PDGFB	0.8638403979636339	
PDGFRA	NRG1	0.8513157657742707	
FYN	NCAM1	0.8593809415135226	
FCGR1A	IGLV1-40	0.8622716890165686	
VEGFA	NCK1	0.8570412853760152	
KIT	NRG4	0.847975029345742	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	F7	0.8638247395845513	
Abciximab	FCGR2C	1	
FGFR4	ERBB3	0.8435102388865442	
JAK2	STAT5B	0.8679408336968693	
PDGFRB	HBEGF	0.8513157657742707	
FCGR3A	IGLV	0.8631759289499149	
FGF4	CD86	0.8513157657742707	
FYN	SH2B2	0.8351516051398434	
MAP2K2	MAP2K1	0.8675912673349325	
KDR	ELMO1	0.7983096722548423	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LDB3	0.8638247395845513	
FGF2	GRIN2C	0.853898073011433	
FGFR1	NRTN	0.8281207788973212	
FYN	FGF22	0.853898073011433	
EGFR	UBA52	0.8665736784466054	
LCK	HLA-DPB1	0.8637443836010867	
JAK2	IFNGR1	0.8595222608249842	
FGFR3	PIK3CB	0.8413177913220824	
UGT1A1	rs8175347	0.99	
SRC	KITLG	0.8639651892799458	
FGF4	FGF22	0.8704270988083685	
Cyanocobalamin	CUBN	1	
FGF4	FGFR4	0.8694788835721461	
CHUK	RELA	0.8520838925573979	
LCK	TCRB	0.8637443836010867	
FGF1	EGFR	0.8658423074095727	
Ponatinib	PDGFRA	1	
STAT5B	GHR	0.8497082254156562	
FCGR1A	IGHG3	0.8614909610942352	
FGFR2	ARTN	0.8281207788973212	
FGF1	IL2RB	0.853898073011433	
FCGR1A	V1-9	0.8622716890165686	
JAK2	IL4	0.8468891025876341	
JAK1	IL7R	0.8514037595308094	
UGT1A9	rs2070959	0.9509900498999999	
CYP3A5	rs10264272	0.99	
JAK2	SOCS1	0.8439764719116958	
CYP3A	rs12721627	0.9702989999999999	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.8638247395845513	
FGF2	CD80	0.8513157657742707	
SRC	PTK2B	0.849809014912932	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.8638247395845513	
EGFR	GAK	0.851137711762708	
FGFR4	RET	0.8281207788973212	
CYP3A4	rs3735451	0.9509900498999999	
FCGR2A	V1-9	0.8622716890165686	
rs6759892	UGT1A7	0.9414801494009999	
FGF4	PDGFRA	0.8638403979636339	
EGFR	SPRY2	0.8390083934738375	
CDK2	MCM5	0.8484307441293273	
EPHA2	EFNA1	0.8600915199930605	
ABL1	GPC1	0.842023951637581	
FGF4	FGF7	0.869549379516527	
ITGA2B	VWF	0.8657097684877005	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTR	0.8638247395845513	
MTHFR	rs1801131	0.99	
EPHA2	EPHB2	0.8459813396079446	
UGT1A8	rs6431558	0.9320653479069899	
ERBB2	FGF20	0.8655209368590407	
Pazopanib	SLCO1B1	1	
ITGB3	TLN1	0.8665444230442223	
Abciximab	C1S	1	
CHUK	CARD11	0.8294526363440686	
ERBB2	GRB7	0.7983096722548423	
MAP2K1	HRAS	0.8680920646920249	
ABCG2	rs72552713	0.99	
JAK1	JAK3	0.8674301889305229	
SLC22A1	rs36056065	0.99	
CD3D	RAB5A	0.8129393082389929	
IFNAR1	IFNA8	0.8634258189159196	
RET	FRS2	0.852328492927923	
FGF1	MET	0.8643329280224298	
FGF1	CD28	0.8513157657742707	
FGF4	NRG2	0.8638403979636339	
FCGR3A	IGKV3-11	0.8631759289499149	
FYN	B2M	0.8516636985739204	
LYN	IGKV1-12	0.8574228804342738	
SLC22A1	rs72552763	0.99	
LYN	IGLC7	0.8574228804342738	
Sunitinib	ABCB1	1	
FGFR2	BTC	0.853898073011433	
LYN	GRB2	0.8640413717509758	
SRC	TRIO	0.8509568505095917	
FGF4	NRTN	0.855946747881349	
LYN	RHOA	0.8252219011119977	
Sunitinib	PDGFRA	1	
PTGS2	rs12042763	0.99	
FYN	EPHA8	0.8566409204013108	
FGFR4	FGF6	0.8692510254471042	
FGF2	PDGFRB	0.8638403979636339	
FGFR1	EGF	0.855946747881349	
CYP2D6	rs138417770	0.99	
FGFR3	ERBB4	0.853898073011433	
Tirofiban	ITGA2B	1	
CHUK	TAB1	0.8520838925573979	
FGF1	PTPN11	0.8694549741539058	
LYN	IGKV1-16	0.8574228804342738	
LCK	JAK2	0.8499089801634054	
UGT1A9	rs72551330	0.9509900498999999	
SRC	STAT1	0.8396144291374222	
MAP2K1	KRAS	0.8680920646920249	
CD3D	DAB2	0.863443159858049	
C1R	C1QA	0.8396144291374222	
UGT1A9	rs3832043	0.8953382542587163	
EGFR	OCRL	0.8613363396709319	
FCGR2A	V5-6	0.8622716890165686	
CD3D	KIAA0319	0.8621379174857935	
FGF4	PIK3CA	0.8694355050132356	
Pazopanib	KDR	1	
SRC	SHB	0.8655917512902738	
CD3D	PTPN22	0.8407682499807351	
FGF4	FGF16	0.8707864810775601	
FGF4	CBL	0.8567933402497073	
CDK2	CDC45	0.8319100629186602	
ABCB1	rs11983225	0.99	
Pazopanib	FGF1	1	
FGFR1	GAB1	0.8654171464560705	
FGF2	FGF22	0.8704901863393477	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
LYN	IGLV2-11	0.8574228804342738	
Sunitinib	FLT4	1	
FGFR1	BCR	0.8252219011119977	
CHUK	IKBKG	0.8596606802270689	
ABCG2	rs58818712	0.99	
UGT1A7	rs17868323	0.8775210229989678	
UGT1A8	rs1042597	0.9320653479069899	
ABCC4	rs1678387	0.99	
FGFR1	KRAS	0.8611234767592315	
FGFR1	RET	0.8281207788973212	
JAK1	STAT3	0.8647847059369363	
PDGFRA	PDGFRA	0.8673180881471152	
FGF1	IL3	0.853898073011433	
SRC	ELMO1	0.7983096722548423	
EGFR	VAMP3	0.8628338709774962	
SRC	PECAM1	0.8354005520686607	
ABCC4	rs16950650	0.99	
JAK1	CRLF1	0.8248354829013484	
ABCG2	rs2231142	0.99	
FGFR1	FGF8	0.8701046867436173	
EGFR	AP2A1	0.8664242982340606	
Dasatinib	PDGFRB	1	
FYN	PIK3R1	0.8681412750896756	
KIT	FGF8	0.8638403979636339	
SRC	EPHA5	0.8566409204013108	
YES1	EPHA1	0.8566409204013108	
FCGR2A	IGLV2-8	0.8622716890165686	
FYN	GIT1	0.8570412853760152	
CD3D	UBB	0.8628338709774962	
FCGR2A	IGKV1-5	0.8622716890165686	
FGFR4	HGF	0.847975029345742	
SRC	CLEC7A	0.8086124452583398	
FCGR3A	IGLV3-25	0.8631759289499149	
FGF1	FGF3	0.8705030387073724	
UGT1A9	rs6759892	0.8953382542587163	
LYN	IGHV4-39	0.8574228804342738	
ABCC1	rs3784864	0.99	
FCGR1A	V1-3	0.8622716890165686	
JAK2	LIFR	0.8111510027898975	
CYP2C9	rs7900194	0.99	
SLCO1B1	rs11045819	0.99	
STAT5B	CSF2	0.8497082254156562	
CD3D	PDCD1	0.8086124452583398	
CDK2	MCM7	0.8484307441293273	
YES1	TIAM1	0.851577718501957	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ST13	0.8638247395845513	
Pazopanib	FGFR3	1	
UGT1A9	rs6759892	0.9509900498999999	
RET	GFRA1	0.8666026327655648	
MAP2K1	YWHAB	0.8680920646920249	
PDGFRA	FGF1	0.8638403979636339	
FCGR3A	IGLC6	0.8631759289499149	
ERBB2	GDNF	0.8372883840480309	
MAP2K2	AGK	0.8535455451872151	
KDR	BCAR1	0.8532543843767528	
FGF2	IL2RB	0.853898073011433	
EGFR	HRAS	0.8667770469385163	
Ruxolitinib	CYP3A4	1	
LYN	IGLV3-21	0.8574228804342738	
SRC	PIK3CA	0.850491991613676	
JAK1	IFNA6	0.8622496297868503	
CD3D	HLA-DRB3	0.8626940542935567	
FCGR2A	IGLV1-40	0.8622716890165686	
EGFR	ARRB2	0.863443159858049	
Peginterferon Alfa-2a	CYP1A2	1	
VEGFA	PTK2	0.8662260734280781	
FGF2	SHC1	0.8688572078132158	
LYN	EPHA2	0.8566409204013108	
CHUK	NFKB1	0.8625083199902923	
CHUK	RIPK1	0.851577718501957	
FYN	ARHGEF7	0.8509568505095917	
FGF1	RASGRF2	0.853898073011433	
EGFR	FGF16	0.8643329280224298	
LCK	HLA-DRB5	0.8637443836010867	
RET	SHANK3	0.7989062580087279	
LCK	CD3G	0.8637443836010867	
SRC	EPHA1	0.8566409204013108	
UGT1A1	rs4124874	0.8775210229989678	
MTR	rs3768142	0.99	
FGFR4	GAB1	0.8650510186165065	
LYN	SHC1	0.860902573631882	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.9111202792312738	
FGFR3	FGFR2	0.8513157657742707	
JAK1	IL2RG	0.8672515911758035	
SLC22A1	rs628031	0.99	
CYP3A4	rs4646437	0.8775210229989678	
Nintedanib	SRC	1	
CDK2	UBE2D1	0.8544371783926548	
FGF1	IL2	0.853898073011433	
ERBB2	PIK3CA	0.8674612613382413	
PDGFRB	KLB	0.8435102388865442	
PTK6	LRRK2	0.8375121078883685	
CYP2D6	CYP2D6*1, CYP2D6*11, CYP2D6*12, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*59, CYP2D6*62, CYP2D6*7, CYP2D6*8	0.99	
CUBN	GC	0.842023951637581	
Ponatinib	ABCB1	1	
ABCG2	rs13120400	0.99	
FGFR4	HBEGF	0.855946747881349	
PDGFRB	CRK	0.8319100629186602	
FGF1	HGF	0.8643329280224298	
FCGR2B	uniprotkb:P01857	0.837722039234	
FGF4	RASGRP3	0.8513157657742707	
FGF2	KLB	0.8692585535623065	
LYN	IGLV1-40	0.8574228804342738	
KIT	SHC1	0.8601235081501506	
IFNAR2	STAT2	0.8635627239806679	
ABCC4	rs9561765	0.99	
Trastuzumab	FCGR2C	1	
FGFR3	FGF4	0.8695419162896381	
EGFR	FGF4	0.8658423074095727	
FGF4	PIK3CD	0.8513157657742707	
FGF4	RET	0.855946747881349	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDC45	0.8638247395845513	
FGF1	KIT	0.8638403979636339	
FGF1	FGF4	0.8711311774447058	
STAT5B	IL5	0.8497082254156562	
CYP1A2	rs72547516	0.99	
Interferon Alfacon-1	IFNAR1	1	
rs2740574	CYP3A4	0.92274469442792	
PTK6	HBEGF	0.865795589821083	
ABCC2	rs2273697	0.99	
FYN	KIRREL	0.8492966271403907	
CYP1A2	rs4646427	0.99	
FGF4	IL2RA	0.853898073011433	
FGF4	GAB1	0.8694883172424577	
LCK	CDC42	0.8252219011119977	
FCGR1A	IGLV7-43	0.8622716890165686	
FGF1	GRIN2D	0.853898073011433	
FCGR3A	V4-6	0.8631759289499149	
FCGR1A	IGLV3-19	0.8622716890165686	
FGFR3	FRS3	0.8635627239806679	
CD3D	CHRM2	0.863443159858049	
FGFR4	KRAS	0.860155337427376	
ABCB1	rs10280101	0.99	
FGF2	IL3RA	0.853898073011433	
FGF2	ACTN2	0.853898073011433	
FGFR3	KITLG	0.8435102388865442	
EGFR	PLCG1	0.8667770469385163	
CYP2C8	rs11572076	0.99	
FCGR2A	IGKC	0.8622716890165686	
JAK2	IL3	0.865531144445342	
FYN	NGEF	0.8351516051398434	
IKBKB	NFKB2	0.8252219011119977	
FCGR3A	rs396991	0.99	
CYP2D6	CYP2D6*1, CYP2D6*1xN	0.99	
EGFR	CDC37	0.8697543949905541	
RHOA	rs11716445	0.8169696821008777	
FYN	FES	0.8509568505095917	
ABCC2	rs3740066	0.99	
EGFR	ERBIN	0.8252219011119977	
FCGR3A	VAV1	0.8468891025876341	
FGFR2	GRB2	0.8698524479061216	
FGFR3	SOS1	0.8680533572816113	
YES1	EPHB2	0.8591633312389747	
LCK	ZAP70	0.8541037391936209	
CYP3A4	rs56324128	0.99	
FYN	RND1	0.8319100629186602	
FGFR4	PIK3CB	0.8413177913220824	
PDGFRA	FGFR4	0.8435102388865442	
EGFR	GRIN2A	0.8435102388865442	
LCK	STAT1	0.8396144291374222	
FYN	PLXNA1	0.8627344076022689	
FGF1	PSPN	0.855946747881349	
EGFR	RASGRF2	0.8435102388865442	
UGT1A9	rs2070959	0.8953382542587163	
UGT1A1	UGT1A1*60	0.9509900498999999	
CYP1A2	rs2069526	0.99	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
EGFR	IL3RA	0.8435102388865442	
FYN	ERBB2	0.847975029345742	
CHUK	REL	0.8086124452583398	
FCGR2A	IGKV1-33	0.8622716890165686	
