CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
DRD2	SUCNR1	0.8354005520686607	
ADRA1B	EDN3	0.833320481754769	
OPRD1	BDKRB1	0.8354005520686607	
CYP2C9	rs4917639	0.99	
CHRM2	C3	0.8407682499807351	
Amitriptyline	HTR1B	1	
CHRM4	CNR1	0.8354005520686607	
HTR2A	F2RL1	0.8252219011119977	
DRD4	ADRA2A	0.8252219011119977	
HTR2A	KISS1	0.833320481754769	
HTR1D	PF4	0.8407682499807351	
CYP3A4	MGST3	0.792109822701367	
CALM3	DLG4	0.8475031000327038	
Doxepin	CYP2C9	1	
DRD1	RLN2	0.8459813396079446	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5	0.99	
Amitriptyline	SIGMAR1	1	
DRD3	TAS2R13	0.8354005520686607	
CHRM4	AGTR2	0.8354005520686607	
SLC22A1	rs12208357	0.99	
ADRB1	GPR84	0.8252219011119977	
HTR1D	TAS2R30	0.8354005520686607	
CHRM2	CXCL5	0.8407682499807351	
HRH4	CCR6	0.8354005520686607	
HRH1	XCL1	0.833320481754769	
HTR5A	GNB1	0.8526462282435747	
DRD2	GRM2	0.8252219011119977	
CHRM5	FFAR3	0.8354005520686607	
HTR2A	GNB1	0.8526462282435747	
OPRM1	OPRL1	0.8354005520686607	
CHRM1	GNRHR2	0.8354005520686607	
ADRB3	SCT	0.8407682499807351	
HTR2B	NPSR1	0.8354005520686607	
GLP2R	GPR84	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PPBP	0.8638247395845513	
DRD2	SSTR2	0.8354005520686607	
CYP2A6	rs140471703	0.99	
ADRA2B	RLN3	0.8407682499807351	
DRD2	KNG1	0.8407682499807351	
ADRB2	VIPR2	0.8252219011119977	
ABCB1	rs12720067	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR3A2	0.818984274335209	
CYP2C9	rs28371686	0.99	
rs4987161	CYP3A	0.9414801494009999	
HTR1D	BDKRB2	0.8354005520686607	
HRH1	FFAR3	0.8354005520686607	
HRH2	LHB	0.8407682499807351	
HTR1F	ADRA2A	0.8252219011119977	
ADRB1	GCG	0.849809014912932	
OPRM1	SUCNR1	0.8354005520686607	
DRD2	OPRL1	0.8354005520686607	
HTR2A	rs6314	0.99	
ADRA1A	PROK1	0.8407682499807351	
HTR6	LHB	0.8407682499807351	
HTR1D	MTNR1A	0.8252219011119977	
ADRA1B	F2RL2	0.8252219011119977	
ADRB1	SCT	0.8407682499807351	
HTR1D	GPR18	0.8354005520686607	
HTR1B	GRM4	0.8252219011119977	
Amitriptyline	HTR2A	1	
Lurasidone	HTR1A	1	
HTR2B	GRM5	0.8354005520686607	
HTR1D	NPBWR2	0.8354005520686607	
ADRA1D	F2RL2	0.8252219011119977	
HTR2B	CHRM1	0.8354005520686607	
HRH4	TAS2R5	0.8354005520686607	
CHRM3	NMBR	0.8354005520686607	
CHRM5	OXT	0.833320481754769	
CHRM3	CCL23	0.833320481754769	
CYP2E1	rs2070673	0.99	
ADRB1	LHCGR	0.8354005520686607	
ADRA1B	GPR65	0.8354005520686607	
GRIN1	EFNB1	0.8526462282435747	
HRH4	CXCL5	0.8407682499807351	
HRH1	NPFFR1	0.8252219011119977	
HTR1B	S1PR4	0.8252219011119977	
OPRK1	PPBP	0.8407682499807351	
CHRM5	BDKRB1	0.8354005520686607	
HTR2A	LPAR4	0.8354005520686607	
HTR7	ADORA2B	0.8354005520686607	
Pramipexole	HTR1A	1	
HTR5A	S1PR5	0.8252219011119977	
Sotalol	KCNH2	1	
CHRM3	P2RY2	0.8354005520686607	
OPRK1	GNB1	0.8526462282435747	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.99	
ADRA1B	TAC3	0.833320481754769	
ADRB2	ARPC2	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.818984274335209	
HTR2B	NMBR	0.8354005520686607	
GLP2R	GPHB5	0.8407682499807351	
OPRM1	TAS2R8	0.8354005520686607	
HTR1B	OPRK1	0.8354005520686607	
ADRA1A	TRHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DERL1	0.8638247395845513	
ADRB3	GPR45	0.8252219011119977	
DRD4	CXCL6	0.8459813396079446	
ADRB1	RLN2	0.8459813396079446	
Amitriptyline	CYP2C19	1	
CHRM5	HCRTR1	0.8252219011119977	
DRD2	ADRA2B	0.8252219011119977	
CHRM2	SNX9	0.863443159858049	
Metoprolol	CYP2D6	1	
HTR2C	TACR1	0.8252219011119977	
CHRM3	TRHR	0.8354005520686607	
ADRA1D	TACR2	0.8252219011119977	
ADRB2	CTTN	0.8628338709774962	
CHRM2	SH3GL2	0.865611713402943	
HTR1A	S1PR5	0.8252219011119977	
ADRB3	TSHB	0.8407682499807351	
Ropinirole	CYP2D6	1	
OPRM1	TAS2R16	0.8354005520686607	
HTR1B	GNAI3	0.8526462282435747	
CHRM3	GHRL	0.8407682499807351	
CHRM4	NPBWR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCED1B	0.8638247395845513	
HTR1A	NPY1R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA1551	0.818984274335209	
HTR6	GPR176	0.8252219011119977	
CHRM2	EGF	0.863443159858049	
HTR5A	CCR4	0.8354005520686607	
CHRM1	NTSR1	0.8252219011119977	
CHRM4	RLN3	0.8459813396079446	
DRD4	GNG2	0.8526462282435747	
CYP3A5	rs776746	0.99	
HRH1	KISS1	0.833320481754769	
ADRB3	VIPR2	0.8252219011119977	
HTR1D	ADORA1	0.8354005520686607	
HTR1A	CORT	0.8407682499807351	
ADRA1D	CHRM3	0.8354005520686607	
HTR1A	FPR1	0.8354005520686607	
HTR2C	GNB1	0.8526462282435747	
HRH4	CCL21	0.8407682499807351	
HRH2	MC2R	0.8252219011119977	
CALM3	PPP3CA	0.8535455451872151	
CHRM4	C3AR1	0.8354005520686607	
HTR1E	POMC	0.8407682499807351	
HTR1B	CXCL12	0.8407682499807351	
HTR2A	FFAR2	0.8354005520686607	
Doxepin	ABCB1	1	
HTR1D	OPRK1	0.8354005520686607	
HTR1A	ANXA1	0.8459813396079446	
DRD4	LPAR3	0.8252219011119977	
CHRM2	ADORA3	0.8354005520686607	
Eletriptan	HTR1A	1	
HRH1	EDNRB	0.8252219011119977	
CHRM5	LPAR5	0.8252219011119977	
HTR1F	MCHR1	0.8354005520686607	
HTR1A	TAS2R42	0.8354005520686607	
HTR6	TSHB	0.8407682499807351	
DRD3	APLNR	0.8354005520686607	
HTR2C	HCRT	0.833320481754769	
CALM3	CAMK2G	0.842023951637581	
DRD1	ADCYAP1R1	0.8354005520686607	
GLP2R	LHB	0.8407682499807351	
HTR1D	P2RY4	0.8354005520686607	
OPRM1	C3	0.8407682499807351	
Perphenazine	CYP2C9	1	
HTR1A	TAS2R20	0.8354005520686607	
DRD2	CXCL2	0.8407682499807351	
HRH4	TAS2R9	0.8354005520686607	
CHRM3	F2RL2	0.8252219011119977	
ADRB2	ARPC1A	0.8628338709774962	
OPRD1	rs529520	0.99	
CYP3A5	rs41303343	0.99	
Amitriptyline	KCND3	1	
HTR1B	TAS2R4	0.8354005520686607	
OPRD1	ADRA2C	0.8252219011119977	
HTR5A	CCR7	0.8354005520686607	
ADRA1D	GNA13	0.8549476386052599	
CHRM5	F2RL1	0.8252219011119977	
HTR1A	C5AR1	0.8354005520686607	
GRIN1	EPHB2	0.8526462282435747	
DRD3	TAS2R50	0.8354005520686607	
HTR1B	NMUR1	0.8354005520686607	
NTRK1	SHC3	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA1551	0.8638247395845513	
HTR1A	SSTR1	0.8354005520686607	
HTR1E	C5AR1	0.8354005520686607	
CHRM5	LTB4R2	0.8252219011119977	
HRH1	ADRA1D	0.8354005520686607	
OPRD1	FPR1	0.8354005520686607	
HTR1B	CXCL2	0.8407682499807351	
GRIN2B	SRC	0.8526462282435747	
CHRM2	ARPC5	0.8628338709774962	
CHRM2	ARPC1A	0.8628338709774962	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDZRN4	0.8638247395845513	
HRH4	C3AR1	0.8354005520686607	
DRD3	MCHR1	0.8354005520686607	
ITGA2	rs1062535	0.8551864921887058	
HRH4	C3	0.8407682499807351	
HRH4	TAS2R19	0.8354005520686607	
HTR1B	S1PR2	0.8252219011119977	
ADRB3	GPR32	0.8252219011119977	
ADRB1	CRH	0.8407682499807351	
ADRA2B	PMCH	0.833320481754769	
CYP2C9	CYP2C9*1, CYP2C9*59	0.99	
ADRB2	GHRHR	0.8354005520686607	
CHRM2	NMS	0.8407682499807351	
HTR1F	BDKRB2	0.8354005520686607	
CHRM1	SAA1	0.833320481754769	
DRD2	CASR	0.8354005520686607	
HTR2A	GCGR	0.8354005520686607	
HTR1D	TAS2R7	0.8354005520686607	
OPRD1	ACKR3	0.8354005520686607	
ADRB3	ADORA2B	0.8354005520686607	
OPRK1	GABBR1	0.8252219011119977	
HRH4	HEBP1	0.8407682499807351	
CHRM2	PYY	0.833320481754769	
HRH2	HTR6	0.8354005520686607	
HTR2C	NTS	0.833320481754769	
HTR1F	CCL20	0.8407682499807351	
HRH4	CCR4	0.8354005520686607	
OPRM1	TAS2R14	0.8354005520686607	
DRD4	SSTR5	0.8354005520686607	
OPRD1	TAS2R10	0.8354005520686607	
HTR5A	POMC	0.8407682499807351	
ADRA1B	GNRHR	0.8354005520686607	
HTR1B	CCL16	0.8407682499807351	
ADRA2B	ADRA2B	0.8459813396079446	
OPRD1	APP	0.8407682499807351	
ALB	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.954526206676	
Pramipexole	HTR2C	1	
HRH4	TAS2R20	0.8354005520686607	
ADRA2A	rs1800545	0.8375215262118652	
CHRM2	MCHR2	0.8354005520686607	
HTR5A	GALR3	0.8252219011119977	
Olanzapine	HRH2	1	
ADRB1	RAMP3	0.8421959353175904	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PRSS3	0.8638247395845513	
GLP2R	CALCA	0.8407682499807351	
Levodopa	DRD2	1	
CHRM2	GAK	0.851137711762708	
HRH2	FSHB	0.8407682499807351	
ADRA1A	EDNRA	0.8252219011119977	
CHRM5	PROKR2	0.8354005520686607	
HTR2A	GPR132	0.8354005520686607	
NTRK1	IRS2	0.8506801547405347	
HTR1D	CXCL9	0.8407682499807351	
Amitriptyline	ORM1	1	
DRD2	CXCR2	0.8354005520686607	
Ropinirole	DRD5	1	
HRH4	CNR2	0.8354005520686607	
HTR1D	KNG1	0.8407682499807351	
ADRB2	GCGR	0.8354005520686607	
OPRK1	SSTR3	0.8354005520686607	
DRD4	KNG1	0.8407682499807351	
HTR1E	MT-RNR2	0.8459813396079446	
HTR1E	TAS2R9	0.8354005520686607	
HTR6	RAMP3	0.8421959353175904	
ADRA2C	GNAI2	0.8497082254156562	
Paliperidone	CYP3A5	1	
HTR1A	CXCL1	0.8407682499807351	
DRD4	APLNR	0.8354005520686607	
HTR2C	GPR68	0.8354005520686607	
Rotigotine	DRD4	1	
CHRM2	SSTR3	0.8354005520686607	
CYP2D6	rs367543000	0.99	
DRD2	GRM6	0.8252219011119977	
HRH4	AGTR2	0.8354005520686607	
HTR5A	GPR18	0.8354005520686607	
HIF1A	CUL2	0.8599291555852738	
HTR1F	CXCL2	0.8407682499807351	
DRD1	GIPR	0.8354005520686607	
DRD2	GPER1	0.8354005520686607	
HTR2A	NTS	0.833320481754769	
HTR2B	ADRA1B	0.8354005520686607	
HRH2	CALCRL	0.8421959353175904	
HTR1B	MT-RNR2	0.8459813396079446	
DRD5	RXFP2	0.8354005520686607	
HTR1A	ADORA3	0.8354005520686607	
GLP2R	RLN3	0.8407682499807351	
HTR1A	GRM8	0.8252219011119977	
HTR2A	F2R	0.8252219011119977	
HTR1D	APLN	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTPAL	0.818984274335209	
Apomorphine	ADRA2C	1	
OPRK1	SSTR4	0.8354005520686607	
HTR1D	GPR17	0.8252219011119977	
CHRM2	LDLR	0.863443159858049	
Paroxetine	CYP2C9	1	
CHRM3	GNA11	0.8595571341704282	
DRD3	TAS2R5	0.8354005520686607	
VEGFA	ITGAV	0.8557214641066988	
DRD2	rs1799978	0.99	
HRH4	SSTR3	0.8354005520686607	
DRD5	MC3R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	refseq:NP_001914	0.8638247395845513	
CHRM2	CLTCL1	0.866142943288039	
OPRD1	CXCR5	0.8354005520686607	
ADRA1B	NMS	0.8407682499807351	
OPRM1	GAL	0.833320481754769	
HRH4	LPAR3	0.8252219011119977	
GRIN2A	GRIN2A	0.8354005520686607	
OPRD1	TAS2R31	0.8354005520686607	
CHRM2	SGIP1	0.8664623807565615	
CHRM1	NMS	0.8407682499807351	
DRD2	OXER1	0.8252219011119977	
CHRM5	TACR2	0.8252219011119977	
OPRM1	CXCL16	0.8407682499807351	
OPRK1	CCL5	0.8407682499807351	
HTR1E	GNG2	0.8526462282435747	
CHRM3	GPR17	0.8252219011119977	
OPRK1	OXER1	0.8252219011119977	
HTR1E	ACKR3	0.8354005520686607	
CHRM1	LPAR5	0.8252219011119977	
HTR6	GPR32	0.8252219011119977	
NTRK1	SHC2	0.8526462282435747	
ABCB1	rs3213619	0.99	
Tramadol	SLC6A4	1	
ADRB1	INSL3	0.8407682499807351	
HTR1A	CXCL2	0.8407682499807351	
CHRM3	FFAR2	0.8354005520686607	
HRH4	LPAR5	0.8252219011119977	
Tramadol	CYP2D6	1	
HRH2	GPR150	0.8252219011119977	
HTR2C	FFAR2	0.8354005520686607	
HTR2B	TRH	0.8407682499807351	
Paroxetine	HTR2A	1	
HTR1D	TAS2R8	0.8354005520686607	
HTR2A	P2RY2	0.8354005520686607	
ADRA1D	NTSR2	0.8252219011119977	
NDUFC2	ECSIT	0.8484307441293273	
VEGFA	PTK2B	0.8549476386052599	
CHRM2	CXCL6	0.8459813396079446	
ADRA1D	TBXA2R	0.852724204446584	
HTR1E	GPER1	0.8354005520686607	
HTR2A	LPAR6	0.8354005520686607	
NDUFC2	NDUFAF3	0.8484307441293273	
CHRM2	PNOC	0.8407682499807351	
OPRD1	rs581111	0.99	
OPRM1	NMU	0.8407682499807351	
DRD4	S1PR3	0.8252219011119977	
CHRM5	APP	0.833320481754769	
HRH4	SSTR1	0.8354005520686607	
HTR6	GPHA2	0.8407682499807351	
DRD3	GNB1	0.8526462282435747	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
ADRA2A	POMC	0.833320481754769	
HTR1E	NMS	0.8407682499807351	
DRD2	HEBP1	0.8407682499807351	
CHRM4	HTR5A	0.8354005520686607	
Propranolol	ADRB3	1	
Imipramine	CYP2D6	1	
HTR1E	CORT	0.8407682499807351	
Pramipexole	DRD1	1	
FMO3	rs2266780	0.99	
ADRB2	APOB	0.863443159858049	
HTR1D	PTGER3	0.8252219011119977	
DRD4	CCR9	0.8354005520686607	
HTR2C	OXTR	0.8252219011119977	
DRD2	C3AR1	0.8354005520686607	
DRD3	HTR1D	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT10	0.8638247395845513	
DRD1	GPR84	0.8252219011119977	
CHRM2	SAA1	0.8407682499807351	
HIF1A	rs11549465	0.99	
CHRM5	PROK2	0.8407682499807351	
OPRM1	TAS2R10	0.8354005520686607	
Perphenazine	CYP2C18	1	
HRH1	NPS	0.8407682499807351	
DRD2	POMC	0.8407682499807351	
CHRM5	SAA1	0.833320481754769	
Memantine	GRIN3A	1	
HRH1	OXT	0.833320481754769	
Doxepin	CYP1A2	1	
ADRA1D	F2RL1	0.8252219011119977	
CHRM1	PTGFR	0.8252219011119977	
CHRM2	DNM2	0.8621379174857935	
HTR1E	CCR7	0.8354005520686607	
CHRM2	OCRL	0.8613363396709319	
ADRA1A	TAC3	0.833320481754769	
HRH4	HTR5A	0.8354005520686607	
CYP3A4	rs35599367	0.8775210229989678	
ADRB2	LHB	0.8407682499807351	
DRD2	CCL27	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.8638247395845513	
rs1800544	DRD4	0.8291463109497464	
HTR1B	CCR10	0.8354005520686607	
DRD5	HTR7	0.8354005520686607	
CYP2D6	rs1080985	0.99	
CHRM5	HTR2B	0.8354005520686607	
HTR1E	GRM8	0.8252219011119977	
Doxepin	HTR6	1	
NTRK1	CRKL	0.8370620429147057	
CHRM1	KISS1R	0.8252219011119977	
CALM3	HRAS	0.852724204446584	
CHRM4	SSTR1	0.8354005520686607	
HTR1A	RXFP4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC1A5	0.8638247395845513	
HTR5A	SAA1	0.8407682499807351	
GLP2R	TAAR1	0.8354005520686607	
DRD2	CHRM4	0.8354005520686607	
HTR1D	DRD3	0.8354005520686607	
OPRK1	HTR1F	0.8354005520686607	
ADRA1A	GCGR	0.8354005520686607	
HRH2	MC3R	0.8252219011119977	
HTR1A	GNAI2	0.8526462282435747	
ADRB2	EPS15	0.8667016654974304	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.8638247395845513	
DRD4	CCL5	0.8407682499807351	
HTR1A	TAS2R50	0.8354005520686607	
HTR2C	PROKR2	0.8354005520686607	
HTR2B	OXT	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF292	0.8638247395845513	
HTR2C	ADRA1B	0.8354005520686607	
DRD2	SSTR5	0.8354005520686607	
ADRB2	STON2	0.863443159858049	
Olanzapine	CHRM2	1	
ABCB1	rs4148737	0.99	
NTRK2	rs4877900	0.99	
DRD5	CRH	0.8407682499807351	
HTR1B	SSTR1	0.8354005520686607	
ADRB2	CHRM2	0.863443159858049	
CHRM5	NMUR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT6A	0.8638247395845513	
ADRA2C	GNAI3	0.8497082254156562	
DRD2	CXCL1	0.8407682499807351	
HTR1E	HCAR3	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*5	0.99	
CALM3	SOS1	0.8672683872743503	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP3	0.8638247395845513	
HRH1	P2RY10	0.8354005520686607	
GRIN2B	LYN	0.8526462282435747	
HTR1F	GALR3	0.8252219011119977	
HTR2B	PTAFR	0.8252219011119977	
HTR5A	BDKRB2	0.8354005520686607	
ADRA2B	GNAT3	0.8497082254156562	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPAST	0.818984274335209	
CHRM2	AP2A2	0.8669217489920482	
HTR5A	HCAR1	0.8354005520686607	
HTR1B	C5	0.8407682499807351	
ADRA1A	MLN	0.8407682499807351	
HTR1A	APLNR	0.8354005520686607	
HTR1A	AGT	0.8407682499807351	
HTR1E	MTNR1A	0.8252219011119977	
HTR6	MC5R	0.8252219011119977	
HTR1B	OPRL1	0.8354005520686607	
ADRA1B	TAC1	0.833320481754769	
CHRM2	CCL19	0.8407682499807351	
HTR1D	OXGR1	0.8354005520686607	
OPRM1	CCR3	0.8354005520686607	
HTR1B	GPR55	0.8354005520686607	
HTR1B	TAS2R19	0.8354005520686607	
OPRM1	FPR2	0.8354005520686607	
Amitriptyline	CYP3A4	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	IGDCC4	0.8638247395845513	
CHRM2	TF	0.863443159858049	
Amitriptyline	ALB	1	
ADRA1D	GNA14	0.8595571341704282	
HTR1E	PPY	0.833320481754769	
CHRM3	PTAFR	0.8252219011119977	
ADRA1B	KISS1	0.833320481754769	
HTR2B	OXTR	0.8252219011119977	
HRH1	LTB4R	0.8252219011119977	
DRD4	C5AR1	0.8354005520686607	
CHRM1	CCKBR	0.8354005520686607	
OPRK1	NPB	0.8407682499807351	
HTR1A	TAS2R46	0.8354005520686607	
ADRB1	CALCA	0.8407682499807351	
HRH4	NMU	0.8407682499807351	
Imipramine	HTR2C	1	
HTR2C	GNA11	0.8595571341704282	
CYP2C9	rs9332239	0.99	
HTR2A	CHRM3	0.8354005520686607	
GRIN2A	SOS1	0.8672683872743503	
HTR1E	GAL	0.833320481754769	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2	0.99	
NDUFC2	NDUFAF5	0.8441288359160942	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.8638247395845513	
NTRK1	rs2768759	0.99	
HTR2C	CCK	0.833320481754769	
HTR5A	NMUR1	0.8354005520686607	
HTR1F	MTNR1A	0.8252219011119977	
DRD2	GNAT3	0.8526462282435747	
CYP2D6	CYP2D6*10, CYP2D6*14, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*7	0.99	
HTR1F	CXCL9	0.8407682499807351	
HRH4	TAS2R41	0.8354005520686607	
DRD4	ADORA3	0.8354005520686607	
CHRM2	MTNR1A	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SH3BP5	0.8638247395845513	
CYP2C8	rs11572080	0.99	
OPRK1	TAS2R3	0.8354005520686607	
Ropinirole	DRD3	1	
OPRK1	GPR18	0.8354005520686607	
Citalopram	CYP2D6	1	
HTR1A	FPR3	0.8354005520686607	
DRD2	P2RY12	0.8354005520686607	
DRD4	CCR10	0.8354005520686607	
HTR1A	NPY5R	0.8252219011119977	
HTR6	FSHR	0.8354005520686607	
HTR1B	CXCL13	0.8407682499807351	
HRH4	GALR1	0.8252219011119977	
DRD2	TAS2R7	0.8354005520686607	
DRD3	NMS	0.8407682499807351	
CHRM4	HRH3	0.8354005520686607	
CYP2D6	rs28360521	0.99	
ADRA1B	CCKBR	0.8354005520686607	
HTR1F	TAS2R19	0.8354005520686607	
HTR7	LHB	0.8407682499807351	
CHRM3	TACR1	0.8252219011119977	
DRD2	P2RY14	0.8354005520686607	
HRH2	RLN3	0.8407682499807351	
DRD2	S1PR3	0.8252219011119977	
GRIN2B	EPHB2	0.8526462282435747	
HTR2A	GNRH1	0.8407682499807351	
OPRM1	NMUR2	0.8421959353175904	
HRH2	PTGIR	0.8354005520686607	
CHRM4	CXCR1	0.8354005520686607	
HTR1D	CCR3	0.8354005520686607	
ADRB2	UBA52	0.863443159858049	
HTR1B	TAS2R1	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*21, CYP2D6*36, CYP2D6*4, CYP2D6*5	0.99	
HTR2B	CCL23	0.833320481754769	
HRH4	CXCL1	0.8407682499807351	
HTR1E	NPY2R	0.8252219011119977	
HTR7	GHRH	0.8407682499807351	
NTRK1	BRAF	0.842023951637581	
HTR1F	GABBR1	0.8252219011119977	
HTR1E	ADORA1	0.8354005520686607	
OPRK1	OPRL1	0.8354005520686607	
CHRM2	CD3G	0.863443159858049	
HTR5A	CCL20	0.8407682499807351	
ADRB1	FSHR	0.8354005520686607	
HTR1E	CXCL13	0.8407682499807351	
HTR1F	CCR8	0.8354005520686607	
ABCB1	rs2235015	0.99	
Eletriptan	PTGS1	1	
HTR5A	GPR17	0.8252219011119977	
ADRB1	GPR150	0.8252219011119977	
ABCB1	rs2032583	0.99	
HRH2	NPSR1	0.8354005520686607	
CYP2E1	rs2070676	0.99	
HTR1E	INSL5	0.8407682499807351	
CYP2B6	rs8192719	0.99	
HTR1E	CCR4	0.8354005520686607	
Propranolol	HTR1B	1	
Olanzapine	FMO3	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.818984274335209	
CHRM2	UBA52	0.863443159858049	
Carvedilol	CYP1A1	1	
CHRM2	SSTR1	0.8354005520686607	
HTR5A	NMS	0.8407682499807351	
ADRA1B	LPAR3	0.8252219011119977	
HTR2A	F2	0.833320481754769	
HRH4	OPRD1	0.8354005520686607	
HTR2A	NPS	0.8407682499807351	
DRD4	FPR3	0.8354005520686607	
ADRB2	TRIP10	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR3A2	0.8638247395845513	
HTR2C	UTS2R	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT14	0.8638247395845513	
HTR1D	GNB1	0.8526462282435747	
CHRM2	TAS2R9	0.8354005520686607	
HTR2A	UTS2	0.8407682499807351	
CHRM4	GALR1	0.8252219011119977	
CHRM1	QRFPR	0.8252219011119977	
HTR5A	P2RY13	0.8354005520686607	
OPRD1	PTGER3	0.8252219011119977	
HRH2	ADRB3	0.8354005520686607	
VEGFA	rs25648	0.99	
ADRB2	FSHB	0.8407682499807351	
HTR1F	CXCL3	0.8407682499807351	
HRH1	TAC3	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CDCP1	0.818984274335209	
OPRM1	rs544093	0.99	
DRD4	GPR17	0.8252219011119977	
HTR2C	PMCH	0.833320481754769	
HTR1F	TAS2R43	0.8354005520686607	
HTR1D	MCHR1	0.8354005520686607	
OPRD1	NPB	0.8407682499807351	
ADRA1D	TACR3	0.8252219011119977	
CHRM1	P2RY6	0.8354005520686607	
CHRM1	UTS2B	0.8407682499807351	
CHRM3	XCL1	0.833320481754769	
HTR1D	BDKRB1	0.8354005520686607	
ADRB2	RAMP3	0.8421959353175904	
CHRM1	UTS2	0.8407682499807351	
CHRM3	GRPR	0.8354005520686607	
ADRA1B	LTB4R2	0.8252219011119977	
HTR1A	CXCR5	0.8354005520686607	
HTR5A	CORT	0.8407682499807351	
OPRM1	HCAR1	0.8354005520686607	
HTR1F	NPY2R	0.8252219011119977	
DRD2	rs4436578	0.99	
HTR1E	PMCH	0.8407682499807351	
HTR2A	LTB4R2	0.8252219011119977	
Apomorphine	DRD1	1	
HTR1D	CXCL16	0.8407682499807351	
OPRM1	FPR1	0.8354005520686607	
HTR1B	NPY2R	0.8252219011119977	
HTR1E	APLN	0.8407682499807351	
HTR1E	PTGER3	0.8252219011119977	
APOC1	rs429358	0.8107944315918569	
HTR5A	PDYN	0.8407682499807351	
HTR5A	TAS2R3	0.8354005520686607	
DRD3	CXCL16	0.8407682499807351	
ADRA2C	POMC	0.833320481754769	
DRD3	TAS2R9	0.8354005520686607	
CHRM2	CBL	0.863443159858049	
CHRM2	CD3D	0.863443159858049	
HRH1	GPR68	0.8354005520686607	
OPRK1	TAS2R13	0.8354005520686607	
HTR1F	P2RY12	0.8354005520686607	
HTR2A	GNA15	0.8595571341704282	
HTR2B	GPR132	0.8354005520686607	
CHRM4	HTR1F	0.8354005520686607	
HTR5A	CXCR2	0.8354005520686607	
Imipramine	SLC6A2	1	
CHRM4	CCL25	0.8407682499807351	
HTR1A	OPRL1	0.8354005520686607	
HTR2C	CCKAR	0.8252219011119977	
CHRM2	GALR3	0.8252219011119977	
HTR1F	HRH4	0.8354005520686607	
HTR1F	CASR	0.8354005520686607	
Imipramine	CHRM5	1	
